,created_at,tweets,location
302,2019-05-02 07:45:54,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Seattle, WA'"
303,2019-05-02 07:45:51,brt psychdr100 trumpdemocrats were agreeing on a major infrastructure deal today republican senate says no deal unless every cent spexe2x80xa6,"b'Ohio, USA'"
304,2019-05-02 07:45:50,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'United States'
305,2019-05-02 07:45:49,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
306,2019-05-02 07:45:46,brt trinityresists 811nrussia is interfering w the 2020 trumpgop has done nothing to prevent election fraudxe2x80x94they have done the oppositexe2x80xa6,"b'Charlotte, NC'"
307,2019-05-02 07:45:45,bdeutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url via palmerreport,"b'Washington State, USA'"
308,2019-05-02 07:45:37,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
309,2019-05-02 07:45:36,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'10 Steps Ahead'
310,2019-05-02 07:45:26,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Europe '
311,2019-05-02 07:45:22,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'United States'
312,2019-05-02 07:45:20,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
313,2019-05-02 07:45:18,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Northern Virginia, USA'"
314,2019-05-02 07:45:16,brudygiuliani donxe2x80x99t forget uncle rudy that they were named by rosentein who is also a dem who was named by sessions also dem who was named by trump the biggest democratic contributor to the democratic party in the 2020 elections,"b'Florida, USA'"
315,2019-05-02 07:45:16,bdonald trump and the republicans a piece of human waste that should be flushed down the toilet,"b'Seattle, WA'"
316,2019-05-02 07:45:06,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,"b'Queensland, Australia'"
317,2019-05-02 07:45:04,brt transformativev attorney general cancels house url general cancels housenntop headline 1st storyxe2x80xa6,b'Hawai\xe2\x80\x99i\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\xf0\x9f\x87\xb5\xf0\x9f\x87\xb7\xf0\x9f\x87\xa7\xf0\x9f\x87\xa7'
318,2019-05-02 07:44:57,brt repandybiggsaz the democrats handling of thursdays hearing w ag barr proves this is a trial run for impeachment proceedings of potxe2x80xa6,b''
319,2019-05-02 07:44:52,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'GREAT USA!'
320,2019-05-02 07:44:50,brt mikelevinca congressional republicans used every last bit of their oversight power to demand the release of sensitive documents from txe2x80xa6,b''
321,2019-05-02 07:44:43,brt chuckwoolery the attitude of the democrats and the veiled and not so veiled accusations against bill barr will do nothing more thanxe2x80xa6,b''
322,2019-05-02 07:44:38,brt amy_siskind not only is barr a noshow for house judiciary hearings tomorrow the doj also said it will not comply with the committeexe2x80xa6,b''
323,2019-05-02 07:44:38,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b'Lichtaart Belgium'
324,2019-05-02 07:44:38,brt repmarkgreen democrats refused to defend the integrity of the house by voting against the resolution referring cohenxe2x80x99s testimony to txe2x80xa6,b''
325,2019-05-02 07:44:35,brt rommari you thought you saw every story possible from ukraines presidential elections nope you were wrong url,"b'Littlemoss, Tameside'"
326,2019-05-02 07:44:34,brt amy_siskind not only is barr a noshow for house judiciary hearings tomorrow the doj also said it will not comply with the committeexe2x80xa6,"b'Henderson, NV'"
327,2019-05-02 07:44:34,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,"b'North Carolina, USA'"
328,2019-05-02 07:44:32,brt jessiejaneduff foolish democrats took their last gasp in the barrhearing to discredit president trump nnnow they have a major issuexe2x80xa6,b'MD'
329,2019-05-02 07:44:26,bindeedxf0x9fx98x8exf0x9fxa7x92xf0x9fx8fxbctrumps losing this election fair and square nov 5 2016 no mention of any cheating he was losing fair and square nov 8 2016 democrats lost xf0x9fx91xb4xf0x9fx8fxbbtrump had help from russia xf0x9fx98x8ejust lies and wrong answers is all democrats offer america truth trump won fair amp square url,b'Escondido ca'
330,2019-05-02 07:44:22,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Liverpool, NY'"
331,2019-05-02 07:44:20,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Temecula, California '"
332,2019-05-02 07:44:18,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'California, USA'"
333,2019-05-02 07:44:17,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Vancouver, Washington, USA'"
334,2019-05-02 07:44:17,brt funder retweet if you agree that republicans wouldnxe2x80x99t let obama get away with this i personally would be one of the first people to cxe2x80xa6,b'IN (don\xe2\x80\x99t blame me for Pence)'
335,2019-05-02 07:44:15,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
336,2019-05-02 07:44:08,bsothe democrats are done they have laid their own graves donald trump has slain them and will be heralded as a champion of all timennurl,"b'California, USA'"
337,2019-05-02 07:44:06,brt reuters attorney general william barr cancels second day of testimony further inflaming tensions between us president donald trumpxe2x80xa6,"b'Istanbul, WashingtonDC, London'"
338,2019-05-02 07:44:06,brt vin_roger house democrats consider holding barr in contempt of congress if he does not comply with requests they should hold barr ixe2x80xa6,b'California'
339,2019-05-02 07:44:06,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
340,2019-05-02 07:44:06,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Suffolk, England'"
341,2019-05-02 07:44:02,brt edkrassen no democrats are not for open bordersnno democrats are not for murdering newborn babiesnno democrats are not for abolxe2x80xa6,"b'Buffalo, NY'"
342,2019-05-02 07:44:00,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'United States of AMERICA'
343,2019-05-02 07:43:54,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'San Diego, CA'"
344,2019-05-02 07:43:51,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'West Virginia, USA'"
345,2019-05-02 07:43:51,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Sandy Springs, GA'"
346,2019-05-02 07:43:51,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b''
347,2019-05-02 07:43:50,bpavlovianpablo mikedoak4 chrysta10 mylittlevictory if russia didnxe2x80x99t interfere if republicans didnxe2x80x99t engage in gerrymandering if voters werenxe2x80x99t suppressed and still overwhelming landslide say whatever you want trump is putinxe2x80x99s president,"b', USA'"
348,2019-05-02 07:43:47,brt realomarnavarro the democrats will take over if we dontnn support president trumpn run against these longtime democrat politiciaxe2x80xa6,b''
349,2019-05-02 07:43:46,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'30.5044\xc2\xb0 N, 90.4612\xc2\xb0 W'"
350,2019-05-02 07:43:37,bso lindseygrahamsc is officially a traitor he knows damn well russia interfered in our elections lindsey knows damn well trump accepted that help amp didnt do a thing to stop russia now that trump is potus what a disgrace lindsey is to the uniform he wore amp our country url,"b'San Diego, CA'"
351,2019-05-02 07:43:35,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'Atlanta, GA'"
352,2019-05-02 07:43:33,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,b''
353,2019-05-02 07:43:32,brt reuters attorney general william barr cancels second day of testimony further inflaming tensions between us president donald trumpxe2x80xa6,"b'Oregon, USA'"
354,2019-05-02 07:43:30,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
355,2019-05-02 07:43:29,brt rijumishra wcivility push4contest hahabeyond even reactionsmost of them couldnt even understand barrs interpretations of 10 couxe2x80xa6,b'United States'
356,2019-05-02 07:43:29,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b''
357,2019-05-02 07:43:18,brt edkrassen if republicans in the senate judiciarry committee want hillary clinton investigated so badly write a referral to the fbixe2x80xa6,"b'Buffalo, NY'"
358,2019-05-02 07:43:18,brt brianbeutler samstein danpfeiffer its because republicans in bad faith blamed obama for the last ebola outbreak but democrats woxe2x80xa6,"b'Oakland, CA'"
359,2019-05-02 07:43:17,bpuestoloco ewarren speakerpelosi her behaviors more bizarre than thatnshe announced shed not run again before announcing she would not try to impeach trump before 2020nwell that means nancy pelosis 2019 disclosures mean shell never impeach trumpnyet in 2018 democrats were told vote for her for it,"b'Not Russia, USA'"
360,2019-05-02 07:43:16,brt meawife hey china if you are listening can you find and post trumpxe2x80x99s tax returns the us attorney general says itxe2x80x99s ok to steal for exe2x80xa6,"b'Scranton, PA'"
361,2019-05-02 07:43:13,brt olganyc1211 trumpxe2x80x99s republicans are really batshitnaccording to them and ag barr it is ok to strategize w russian intel agents and krxe2x80xa6,"b'Melbourne, Victoria'"
362,2019-05-02 07:43:12,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Bronx, NY'"
363,2019-05-02 07:43:00,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b''
364,2019-05-02 07:42:56,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'North Dartmouth'
365,2019-05-02 07:42:54,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b'New Zealand'
366,2019-05-02 07:42:50,brt axios julixc3xa1n castro attorney general barr went in front of congress and lied under oath congress must hold this administration accoxe2x80xa6,b''
367,2019-05-02 07:42:48,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'California, USA'"
368,2019-05-02 07:42:46,brt cnnpolitics house democrats detail trump administrations unprecedented stonewalling url url,"b'Brisbane, Queensland'"
369,2019-05-02 07:42:42,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
370,2019-05-02 07:42:38,brt therickwilson the point made in my new piece is simple democrats either take scalps of just call it a day and let trump wreck the repxe2x80xa6,b''
371,2019-05-02 07:42:34,brt pujamehra political parties are spending 86 bn on the 2019 election campaign twice that in 2014 and more than the 65 bn spent inxe2x80xa6,b'Pune'
372,2019-05-02 07:42:28,bkrassenstein kamalaharris she wouldnt let him answer her questions democrats need to get a hold of themselves trump will be there another four years because of you people,b''
373,2019-05-02 07:42:25,brt senatorleahy it was extraordinary that atty gen barr couldnxe2x80x99t even acknowledge to me that it was troubling that the trump campaign wxe2x80xa6,"b'Los Angeles, CA- HOME'"
374,2019-05-02 07:42:24,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,"b'Buffalo, NY'"
375,2019-05-02 07:42:23,bdaninava me wondering what biden trump bolton et al would do if new elections were held and maduro still won url,"b""B'more/NYC/S\xc3\xa3o Paulo/somewhere"""
376,2019-05-02 07:42:22,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b''
377,2019-05-02 07:42:21,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
378,2019-05-02 07:42:20,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b'United States'
379,2019-05-02 07:42:18,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b''
380,2019-05-02 07:42:16,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b''
381,2019-05-02 07:42:13,brt senatorleahy it was extraordinary that atty gen barr couldnxe2x80x99t even acknowledge to me that it was troubling that the trump campaign wxe2x80xa6,"b'Zakopane, Poland'"
382,2019-05-02 07:42:12,brt mattyglesias itxe2x80x99s actually very telling nncongressional republicans stand up to trump pretty frequently xe2x80x94 theyxe2x80x99re not even slightly sxe2x80xa6,"b'fort worth, tx'"
383,2019-05-02 07:42:12,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,b'Western USA'
384,2019-05-02 07:42:08,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
385,2019-05-02 07:42:05,bdave3006 kilometresoflun gunniemadcat azeem_duranai rural canada is more conservative than urban canada but still even your values would be to the right of most there a typical voter there would be like moderate republicans like john kasich not trump like although trump like are less rare there,"b'Vancouver, British Columbia'"
386,2019-05-02 07:42:04,brt ourprogressive house judiciary committee democrats are raising the alarm over a move by the justice department that would give a consxe2x80xa6,b'New York'
387,2019-05-02 07:42:02,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Marthas Vineyard, NYC, Florida'"
388,2019-05-02 07:41:47,brt mimirocah1 according to republicans itxe2x80x99s xe2x80x9charassmentxe2x80x9d for staff lawyers to ask questions of a savy twotime ag but perfectly normal toxe2x80xa6,b'United States'
389,2019-05-02 07:41:43,bcatturd2 deadofknight68 seriously many democrats trying to portray ag barr as a partisan defender of president trump yet objectively he appears to be mostly concerned about protecting the constitution and the rule of law ironically he is protecting the very thing the dems accuse djt of shredding url,"b'Monterey, CA'"
390,2019-05-02 07:41:39,bdlvr 4libs goodwood festival of speed url trump republicans votered url,b''
391,2019-05-02 07:41:38,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
392,2019-05-02 07:41:35,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b''
393,2019-05-02 07:41:35,brt desideriodc wowxe2x80x94barr just nownnxe2x80x9ci have been told during the break that a lesser kind of briefing a security briefing that generallyxe2x80xa6,b''
394,2019-05-02 07:41:32,brt amyklobuchar the white house made calls to stop the secure elections act from moving forward last year this is more of the same despxe2x80xa6,"b'Wherever you are, so am I.'"
395,2019-05-02 07:41:30,brt amyklobuchar the white house made calls to stop the secure elections act from moving forward last year this is more of the same despxe2x80xa6,b''
396,2019-05-02 07:41:30,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
397,2019-05-02 07:41:20,brt csmonitor former vp joe biden is hitting president donald trump on character his democratic rivals are focusing on the need for systexe2x80xa6,"b'UK, US, Australia mainly.'"
398,2019-05-02 07:41:20,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,"b'Taylor, MI'"
399,2019-05-02 07:41:19,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'Angola'
400,2019-05-02 07:41:17,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
401,2019-05-02 07:41:14,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Marysville, California, US'"
402,2019-05-02 07:41:14,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
403,2019-05-02 07:41:12,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Commerce City, Colorado'"
404,2019-05-02 07:41:10,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'North Carolina, USA'"
405,2019-05-02 07:41:08,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Soquel, CA'"
406,2019-05-02 07:41:08,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'California, USA'"
407,2019-05-02 07:41:03,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Lugano, Switzerland'"
408,2019-05-02 07:40:59,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'California, call ahead.'"
409,2019-05-02 07:40:54,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
410,2019-05-02 07:40:54,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'USA'
411,2019-05-02 07:40:53,brt jackposobiec can we start talking about how the democrats obstructed trumpxe2x80x99s ability to run the government for two years due to theirxe2x80xa6,b''
412,2019-05-02 07:40:50,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,"b'Sedona, AZ'"
413,2019-05-02 07:40:48,brt tejaspsycho vortexvixen45 luvbabygirltoo chris_a10_usa smalltownandrew shawng927 thatsqueensnark thatsippibitch usmc_army wayxe2x80xa6,b'United States Of America \xf0\x9f\x87\xba\xf0\x9f\x87\xb8'
414,2019-05-02 07:40:46,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Australia'
415,2019-05-02 07:40:38,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Soquel, CA'"
416,2019-05-02 07:40:38,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
417,2019-05-02 07:40:37,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Raleigh, NC'"
418,2019-05-02 07:40:36,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Northeastern USA'
419,2019-05-02 07:40:36,bjungleeagle5000 talibkweli breakingbrown tonetalks sandydarity democrats have been scum since their origin they started slavery jim crow the kkk and didnt elect a black congressman until 1935 all black congressmen were republican until 1935 bill clintons crime bill incarcerated millions of black fathers men they are the enemy,b''
420,2019-05-02 07:40:28,brt annaapp91838450 mueller objected to report rollout but did not say it was inaccurate url breitbartnewsnbottom linxe2x80xa6,b''
421,2019-05-02 07:40:27,bbarr is lying barr explains his view on trump and obstruction but does it hold water democrats dems democraticparty barrlied barrhearing barrresign barrtestimony barrcoverup barrmustgo barrmustberemoved barrmustresignnow muellerletter url,"b'Washington, DC'"
422,2019-05-02 07:40:23,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b'United States'
423,2019-05-02 07:40:23,brt mitchellvii trump created 275000 jobs last month and democrats issued 275000 subpoenasnni like trumps numbers better,b''
424,2019-05-02 07:40:14,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
425,2019-05-02 07:40:11,brt johncardillo bidenxe2x80x99s son his dishonorable discharge for cocaine use and his leaving his wife and kids for his brotherxe2x80x99s widow are alxe2x80xa6,b''
426,2019-05-02 07:40:11,brt dcpoll hillaryclinton discusses the ongoing russian interference in us elections and lays out a hypothetical to maddow xe2x80x9cchina ifxe2x80xa6,"b'Zakopane, Poland'"
427,2019-05-02 07:40:06,brealdonaldtrump seanhannity this too shall pass donald j trump will win the 2020 election the libtards democrats are gonna stay in the past left behind while us patriots will celebrate once againnmagantrump2020 namericafirst nmakeamericagreatagainnpatriot_train nxf0x9fx87xbaxf0x9fx87xb8xf0x9fx8dxbbxf0x9fx8ex8axf0x9fx92xa5xf0x9fx92x83xf0x9fx8exba,b'U.S.A.'
428,2019-05-02 07:40:04,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,"b'Ohio, USA'"
429,2019-05-02 07:40:01,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b'#RI @KytKatz (daughter)'
430,2019-05-02 07:40:00,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'My state of Virginia \xf0\x9f\x98\xa2'
431,2019-05-02 07:39:50,brt heerjeet this whole bill barr business is another example of how the problem isnt trump but the millions of mainstream respectable rxe2x80xa6,b''
432,2019-05-02 07:39:43,brt thedemcoalition xe2x80x9cmuellerxe2x80x99s letter shows that ag barr has always been the chief propagandist for president donald trump his fourpagxe2x80xa6,b'Los Angeles'
433,2019-05-02 07:39:42,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'present'
434,2019-05-02 07:39:41,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,b'The Villages Florida'
435,2019-05-02 07:39:38,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b''
436,2019-05-02 07:39:38,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b''
437,2019-05-02 07:39:32,brt renukajain6 china wanted to delay terror designation of maulana masood azhar until after may 15 citing the lok sabha elections in indixe2x80xa6,"b'Bengaluru, India'"
438,2019-05-02 07:39:31,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
439,2019-05-02 07:39:27,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,b'Apache Junction Az.'
440,2019-05-02 07:39:27,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
441,2019-05-02 07:39:20,brt cowards_are_us when 2020 rolls around the republicans who protected a lifelong criminal amp pussy grabber will b gone trump lindseyxe2x80xa6,"b'Indiana, USA'"
442,2019-05-02 07:39:19,bpresident trump and democrats just announced a stunning 2 trillion deal that could radically change things for millions of us businesses url via iam360wise marketing entrepreneurship url,"b'Miami, FL'"
443,2019-05-02 07:39:18,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,"b'England, United Kingdom'"
444,2019-05-02 07:39:12,brt rawstory democrats can put mnuchin in prison right now for hiding trumpxe2x80x99s taxes exwatergate prosecutornnurl,"b'Santa Maria, CA'"
445,2019-05-02 07:39:10,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
446,2019-05-02 07:39:08,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b''
447,2019-05-02 07:39:07,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'United States'
448,2019-05-02 07:39:07,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'NY'
449,2019-05-02 07:39:06,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Michigan, USA'"
450,2019-05-02 07:39:05,bonly 20 of our 50 states have even had close presidential elections over the past five electionsnnif you consider every election since 2000 only 20 states have had presidential elecrions in which the two leading candidates came within 5 points of each other,b''
451,2019-05-02 07:39:04,brt huffpostpol republicans say any infrastructure proposal before congress should not add to the federal deficit url,"b'Everett, WA'"
452,2019-05-02 07:39:04,bthe trump administration formally declares its opposition to obamacare would 21 million americans be abandoned as democrats claim why has the administration abandoned its former position that some portions of the law should stand url,b'Israel'
453,2019-05-02 07:38:57,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,"b'Pennsylvania, USA'"
454,2019-05-02 07:38:52,bpolicyoutcomes nguyenluce the way we treat presidential elections however does show a certain expectation that carries over into legislative policy toonnplus then the question is why does he not show wonkishness by explaining that and detailing exec branch policy proposals,"b'Auckland NZ & Tacoma, WA, USA'"
455,2019-05-02 07:38:42,brt indietroy itxe2x80x99s time for attorney general william barr to resign hexe2x80x99s just another trump toady he is not donald trumpxe2x80x99s attorney hexe2x80xa6,"b'California, USA'"
456,2019-05-02 07:38:42,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Dallas, TX'"
457,2019-05-02 07:38:41,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
458,2019-05-02 07:38:35,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b''
459,2019-05-02 07:38:32,brt donpcarr trump claims that urban elites donxe2x80x99t xe2x80x9crespectxe2x80x9d rural america in fact itxe2x80x99s trump who treats them like rubes xe2x80x94 taking theirxe2x80xa6,b''
460,2019-05-02 07:38:27,bdailycaller obama did not even tell trump he thought russia was meddling in our elections everyone is so hyper when you know we spy on everybody with prism meddlng in elections was clinton and obamas thing ukraine turkey egypt israel ,b''
461,2019-05-02 07:38:26,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Dunedin, FL'"
462,2019-05-02 07:38:22,brt olganyc1211 barr needs to be removed immediately bec he is legitimizing extremely dangerous actions that are a national security threaxe2x80xa6,b''
463,2019-05-02 07:38:20,brt dcpoll hillaryclinton discusses the ongoing russian interference in us elections and lays out a hypothetical to maddow xe2x80x9cchina ifxe2x80xa6,b'Seattle Area'
464,2019-05-02 07:38:15,bspencetaxgeek ianbremmer clinton is not presidentnby the way are you saying that democrats should lay off trump since you guys are not bothering clinton,b''
465,2019-05-02 07:38:11,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,"b'Amsterdam, Nederland'"
466,2019-05-02 07:38:11,brt robertfr69 bentkazemore burgessev they just refuse to grasp the gravity of this hour they want to pretend everything is normal thexe2x80xa6,b''
