,created_at,tweets,location
890,2019-05-02 07:17:34,btrumprepublicanssouthern strategywhite supremacyslaverynative american genocidepollutiongreed a danger not only to america but the entire world,b'United States'
891,2019-05-02 07:17:32,brt speakerpelosi itxe2x80x99s not just on the muellerreport realdonaldtrumpxe2x80x99s efforts to stonewall legitimate oversight by congress extends toxe2x80xa6,"b'Virginia, USA'"
892,2019-05-02 07:17:31,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
893,2019-05-02 07:17:29,bspeakerpelosi tomsteyer barr will bring down america unless democrats step up url via thedailybeast,b'Universe'
894,2019-05-02 07:17:29,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'California'
895,2019-05-02 07:17:26,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Ontario, Canada '"
896,2019-05-02 07:17:26,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'United States'
897,2019-05-02 07:17:23,brt krassenstein trump has attacked mueller democrats and the fbi on twitter over 335 times in the last 5 months for protecting our democxe2x80xa6,"b'Post Falls, ID'"
898,2019-05-02 07:17:23,brt repmarkgreen democrats refused to defend the integrity of the house by voting against the resolution referring cohenxe2x80x99s testimony to txe2x80xa6,b''
899,2019-05-02 07:17:18,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Milky Way galaxy'
900,2019-05-02 07:17:12,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
901,2019-05-02 07:17:11,bkamalaharris no what you and your fellow democrats are doing to president trump is what is unacceptable you should be the one to resign,b''
902,2019-05-02 07:17:10,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
903,2019-05-02 07:17:07,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b'Nicklechick Arkansas'
904,2019-05-02 07:17:06,bseanhannity he joins the other democrats that have gone insane because donald trump is a wonderful president trump 2020 trump 2020xf0x9fx87xbaxf0x9fx87xb8xf0x9fx87xbaxf0x9fx87xb8xf0x9fx87xbaxf0x9fx87xb8,b''
905,2019-05-02 07:16:50,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'In your microwave \xf0\x9f\x91\x80'
906,2019-05-02 07:16:49,brt kennybee1977 battling the democrats big lie about donald trump url via nypost,b'Jacksonville Florida'
907,2019-05-02 07:16:45,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Lynnwood, WA'"
908,2019-05-02 07:16:38,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
909,2019-05-02 07:16:38,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,"b'Simi Valley, CA'"
910,2019-05-02 07:16:38,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'Trump is fucking the USA'
911,2019-05-02 07:16:33,bhow is it that there are no republicans that feel any shame for anything occurring under their watch the gop are working hand in hand with the trump administration to destroy the rule of law we need to vote them all out of office in 2020 resist,"b'Taipei, Taiwan'"
912,2019-05-02 07:16:31,brt olganyc1211 trumpxe2x80x99s republicans are really batshitnaccording to them and ag barr it is ok to strategize w russian intel agents and krxe2x80xa6,b''
913,2019-05-02 07:16:26,brt ajamubaraka someone should remind biden and the other democrats who are colluding with trump on venezuela that organizing a coup againxe2x80xa6,"b'Liverpool, England'"
914,2019-05-02 07:16:22,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Texas, USA'"
915,2019-05-02 07:16:17,bdonald trump criticizes democrats treatment of william barr praises ags fantastic performance url via usatoday,b''
916,2019-05-02 07:16:15,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b'Location: Fascist Amerikkka'
917,2019-05-02 07:16:13,bjoe biden is taking his first major foreign policy stance since officially announcing his candidacy for president by calling for us to end its support to saudi arabia for its war in yemen this aligns him with senate democrats amp against trump njoshrogin url,"b'Portsmouth, England'"
918,2019-05-02 07:16:04,brt desideriodc wowxe2x80x94barr just nownnxe2x80x9ci have been told during the break that a lesser kind of briefing a security briefing that generallyxe2x80xa6,b''
919,2019-05-02 07:16:03,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
920,2019-05-02 07:16:03,bdemocrats accuse trump ally erik prince of lying to congress refer case to justice dept for possible prosecution the washington post url url,"b'Johannesburg, South Africa'"
921,2019-05-02 07:15:56,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,"b'Los Angeles, CA'"
922,2019-05-02 07:15:56,btrump and nra pushed and now florida republicans passed a bill to arm teachers url via politicususa,b''
923,2019-05-02 07:15:56,brt wiseasaserpent this 7second video speaks volumes its time for democrats to start playing hardball against this trumpgop regime thxe2x80xa6,"b'Michigan, USA'"
924,2019-05-02 07:15:55,brt morning_joe fmr cia dir brennan today nxe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking onexe2x80xa6,b'United States'
925,2019-05-02 07:15:52,bdoj lays out case for striking down obamacare in its entirety url if the law is struck down it would not be a major victory for trump it would help democrats in 2020,"b'Ohio, USA'"
926,2019-05-02 07:15:49,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Newport, SC'"
927,2019-05-02 07:15:46,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Larkhall, Scotland'"
928,2019-05-02 07:15:43,blefties xe2x80x9ctrump is an idiot people donxe2x80x99t actually kill babies trump is such a moronxe2x80x9d ndemocrats url,b'828'
929,2019-05-02 07:15:41,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'California'
930,2019-05-02 07:15:41,bpolitico just like trump in other wordsnni gotta say i really hope the democrats make a generational shift in choosing their candidate its time my generation led a massively changed world that boomers no longer understand,b'Manchester UK'
931,2019-05-02 07:15:40,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
932,2019-05-02 07:15:36,brt repmarkgreen democrats refused to defend the integrity of the house by voting against the resolution referring cohenxe2x80x99s testimony to txe2x80xa6,"b'Las Vegas, NV'"
933,2019-05-02 07:15:34,brt olganyc1211 trumpxe2x80x99s republicans are really batshitnaccording to them and ag barr it is ok to strategize w russian intel agents and krxe2x80xa6,"b'Upper West Side, Manhattan'"
934,2019-05-02 07:15:32,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,b''
935,2019-05-02 07:15:31,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Bullerbyn'
936,2019-05-02 07:15:25,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Los Angeles, CA'"
937,2019-05-02 07:15:22,bspensergirlfla a39pat speakerpelosi i donxe2x80x99t see why name calling is such a big thing amongst democrats your probably going to be dealing with trump till 2024 your gonna have to learn to be civil again,b''
938,2019-05-02 07:15:20,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b'Sacramento '
939,2019-05-02 07:15:17,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
940,2019-05-02 07:15:15,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,b''
941,2019-05-02 07:15:12,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Indiana, USA'"
942,2019-05-02 07:15:12,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Murrells Inlet, South Carolina'"
943,2019-05-02 07:15:09,bxf0x9fx87xbaxf0x9fx87xb8 president donald trump rt aldresser as a phoenix firefighter and member of the iaff i was surprised and pleased to learn that the only money that goes to federal elections joe biden come from the iaff xe2x80x98s firepacdonations many of us are going to the union office xe2x80xa6,"b'Newport Beach, CA'"
944,2019-05-02 07:15:09,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
945,2019-05-02 07:15:06,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Planet Earth'
946,2019-05-02 07:15:01,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,b'United States'
947,2019-05-02 07:14:50,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Dallas, TX'"
948,2019-05-02 07:14:37,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Utah, USA'"
949,2019-05-02 07:14:36,bthehill more childish behavior and negativity coming from democratsnamerican voters whether they realize it or not are repelled by negativity and will remember this and many other instances in 2020nthose celebrating this behavior shouldnt be shocked when trump wins again,b''
950,2019-05-02 07:14:36,brt jessiejaneduff foolish democrats took their last gasp in the barrhearing to discredit president trump nnnow they have a major issuexe2x80xa6,"b'Vinton,Va'"
951,2019-05-02 07:14:35,brt therickwilson i was in full rickstradamus mode on this article i predicted both barrs and the gops conduct in this absurd hearing fxe2x80xa6,b'United States'
952,2019-05-02 07:14:33,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Dublin City, Ireland'"
953,2019-05-02 07:14:31,brt reuters attorney general william barr cancels second day of testimony further inflaming tensions between us president donald trumpxe2x80xa6,b'United States of America \xf0\x9f\x98\x87'
954,2019-05-02 07:14:29,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b'United States'
955,2019-05-02 07:14:13,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Ventura, CA'"
956,2019-05-02 07:14:10,brt dylanmsmitty trump is scum republicans are scum they have to lie cheat and steal to win when will americans finally say enough isxe2x80xa6,b'Hanamura'
957,2019-05-02 07:14:05,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Boston, MA'"
958,2019-05-02 07:14:01,brt reuters attorney general william barr cancels second day of testimony further inflaming tensions between us president donald trumpxe2x80xa6,"b'Westminster, CO'"
959,2019-05-02 07:13:52,bamy_siskind he goes right along with the rest of the trump administration and if the democrats donxe2x80x99t exercise the full powers given them by the constitution we may not make it until 2020 or trump could serve a second term and goodby republic,b''
960,2019-05-02 07:13:51,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
961,2019-05-02 07:13:48,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
962,2019-05-02 07:13:43,bcharl_amanda wdunlap realdonaldtrump seanhannity well the collusion was done with the democrats dnc youre going to find that out believe it or not but there was no collusion with russia and the trump campaign,b'Fresh Air\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'
963,2019-05-02 07:13:41,brepmarkmeadows trump his family and many of his employees and appointees are all corrupt and you republicans and enabling these criminals,b''
964,2019-05-02 07:13:41,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
965,2019-05-02 07:13:39,brt eugenegu william barr is an absolute disgrace but thatxe2x80x99s what we all expected from a sycophantic trump appointee if house democratsxe2x80xa6,"b'Ohio, USA'"
966,2019-05-02 07:13:38,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b''
967,2019-05-02 07:13:36,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
968,2019-05-02 07:13:28,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,b' Europe.LTU.'
969,2019-05-02 07:13:26,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b'Missouri'
970,2019-05-02 07:13:25,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'California, USA'"
971,2019-05-02 07:13:21,bsebgorka watching this today and hearing one of the individuals calling barr liar and this is the same individual who claimed he was in vietnam and was never there and talk about lying hillarys camp was caught redhanded trump will be the whipping boy nothing satisfying the democrats,"b'California, USA'"
972,2019-05-02 07:13:15,brt essenviews trump criticizes democrats treatment of william barr praises ags fantastic performance he did a fantastic job todayxe2x80xa6,"b'Colorado, USA'"
973,2019-05-02 07:13:12,bchina if youre listening why dont you get trumps tax returnsnurl,b'The Hague'
974,2019-05-02 07:13:06,blrihendry realdonaldtrump a fed judge this week denied the request of potus lawyer to dismiss the democrats lawsuit alleging trump violated the emoluments clause found the suit constitutional and allowed it to go forward round one american citizens,b'USA'
975,2019-05-02 07:13:03,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b''
976,2019-05-02 07:12:58,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b'United States'
977,2019-05-02 07:12:57,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Miami, FL'"
978,2019-05-02 07:12:57,brt krassenstein boomnnurl,b'#California'
979,2019-05-02 07:12:55,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'United States'
980,2019-05-02 07:12:50,brt ahmedbaba_ ag barr behaves like the personal attorney of trump not the peoplennrepublicans who swore to uphold the rule of law amp enxe2x80xa6,"b'Ohio, USA'"
981,2019-05-02 07:12:49,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b'MOTORCITY'
982,2019-05-02 07:12:44,brt trumpwarroom democrats in congress say their sole focus is making sure president trump does not win reelection nnno wonder theyxe2x80xa6,b'HereNotThere'
983,2019-05-02 07:12:38,bchrisalbertolaw speakerpelosi the only people they need to arrest is all the democrats that set trump up url,b''
984,2019-05-02 07:12:31,brt mitchellvii trump created 275000 jobs last month and democrats issued 275000 subpoenasnni like trumps numbers better,b''
985,2019-05-02 07:12:27,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,b''
986,2019-05-02 07:12:24,brt russonpolitics neal_katyal watching lindsey graham and the senate judiciary committee today makes it painfully obvious again that noxe2x80xa6,b'Sacramento '
987,2019-05-02 07:12:23,brt krassenstein retweet if you are a democrat and dont believe in killing born babies unlike what fox news trump and most republicansxe2x80xa6,"b'Post Falls, ID'"
988,2019-05-02 07:12:22,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b''
989,2019-05-02 07:12:19,bfrankly if i could choose only one of two outcomes id rather see donald trump elected to a second term with democrats in control of the senate url,"b'Connecticut, USA'"
990,2019-05-02 07:12:18,brt ajamubaraka someone should remind biden and the other democrats who are colluding with trump on venezuela that organizing a coup againxe2x80xa6,b'Edinburgh'
991,2019-05-02 07:12:16,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
992,2019-05-02 07:12:15,brt kaivanshroff hillaryclinton is spot on if china suddenly decided to hack into trumpxe2x80x99s tax returns during the 2020 election at the bxe2x80xa6,b''
993,2019-05-02 07:12:14,brt bkcharlie if barrs appearance yesterday showed us one thing its that we must vote blue no matter who in 2020 from local to congressixe2x80xa6,b'United States'
994,2019-05-02 07:12:14,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b''
995,2019-05-02 07:12:12,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
996,2019-05-02 07:12:12,brt reuters attorney general william barr cancels second day of testimony further inflaming tensions between us president donald trumpxe2x80xa6,b'San Francisco/L.A.'
997,2019-05-02 07:12:12,bmaziehirono realdonaldtrump we all know who the liar is here you are nothing but a trump hater and will do anything you can to further this coup you and the rest of the democrats and some republicans have going here to overthrow this presidency,"b'Texas, USA'"
998,2019-05-02 07:12:09,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Manila'
999,2019-05-02 07:12:08,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,"b'Wollongong, NSW, Australia'"
1000,2019-05-02 07:12:07,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b''
1001,2019-05-02 07:12:06,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Nevada, USA'"
1002,2019-05-02 07:12:04,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,"b'Hawaii, USA'"
1003,2019-05-02 07:12:03,bkritter1963 drifter38858 i think they expected hillary to pick up where obama left off and turn this country into a third world nation run by the democrats and their friends ni think they were also scared trump might call for and actual bengazi investigation and uncover the gun running through turkey,"b'New Jersey, USA'"
1004,2019-05-02 07:12:02,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Some, any, every... where?'"
1005,2019-05-02 07:11:48,brt cathyjoegpt redtraccoon i hope house and senate democrats have hired some remarkably talented attorneysprosecutors to help them manexe2x80xa6,b'United States\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'
1006,2019-05-02 07:11:46,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'New York, USA'"
1007,2019-05-02 07:11:46,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Spokane, WA'"
1008,2019-05-02 07:11:45,bkylegriffin1 robreiner ag barr knows that everything he has done was within his lawful power he also knows the hearing had nothing to do with justice it was all about politics hate trump if you must but anyone who says the democrats arent being disingenuous are disingenuous themselves,b'United States'
1009,2019-05-02 07:11:42,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
1010,2019-05-02 07:11:41,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'North Holland, The Netherlands'"
1011,2019-05-02 07:11:40,brt facethenation lindseygrahamsc says the russians are xe2x80x9cup to it againxe2x80x9d in regards to interfering in our elections he says he tells prxe2x80xa6,b''
1012,2019-05-02 07:11:39,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1013,2019-05-02 07:11:34,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1014,2019-05-02 07:11:30,bfrom my point of view the rule of law protects us all including president trump including republicansxe2x80x9dnlindseygrahamsc seanhannity realdonaldtrump,b''
1015,2019-05-02 07:11:30,brt juddlegum 2 yesterday at 1pm i contacted facebook and flagged dozens of ads from the trump campaign that falsely claimed democrats axe2x80xa6,b''
1016,2019-05-02 07:11:29,bdonald trump criticizes democrats treatment of william barr praises ags fantastic performance url,b''
1017,2019-05-02 07:11:29,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b'Citizen of Earth '
1018,2019-05-02 07:11:28,bhillary clinton pitches a hypothetical china if youre listening why dont you get trumps tax returns url,b''
1019,2019-05-02 07:11:27,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1020,2019-05-02 07:11:24,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,"b'Texas, USA'"
1021,2019-05-02 07:11:23,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
1022,2019-05-02 07:11:23,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,b'California'
1023,2019-05-02 07:11:19,brt michaelt_45 god bless the usa where im proud to be an american where atleast i know im freennthank you prestrump for fighting witxe2x80xa6,b''
1024,2019-05-02 07:11:16,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,b'San Francisco'
1025,2019-05-02 07:11:15,bcomey nytopinion democracy is dying its on lifesupportnnno subpeonas being honoredneveryone is being blocked from testifyingnmueller is silentnamericans are fumingnand democrats will be wringing their hands because they want to run against trumpnnin the meantimedemocracy will be rip,b''
1026,2019-05-02 07:11:15,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Chardon, OH'"
1027,2019-05-02 07:11:13,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
1028,2019-05-02 07:11:13,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,"b'Florida, USA'"
1029,2019-05-02 07:11:11,brt indy100 trump says democrats xe2x80x98will take your guns awayxe2x80x99 hours after synagogue shooting url,b'everywhere'
1030,2019-05-02 07:11:11,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Liberty,Ga'"
1031,2019-05-02 07:11:04,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b'United States'
1032,2019-05-02 07:11:04,brt randyebarnett william barr is exactly the kind of republican that democrats say they respect yet when he doesnxe2x80x99t do exactly what theyxe2x80xa6,"b'North Holland, The Netherlands'"
1033,2019-05-02 07:11:04,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Francistown, Botswana'"
1034,2019-05-02 07:10:55,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'California, USA'"
1035,2019-05-02 07:10:54,brt pujamehra political parties are spending 86 bn on the 2019 election campaign twice that in 2014 and more than the 65 bn spent inxe2x80xa6,b''
1036,2019-05-02 07:10:51,brt speakerpelosi itxe2x80x99s not just on the muellerreport realdonaldtrumpxe2x80x99s efforts to stonewall legitimate oversight by congress extends toxe2x80xa6,b''
1037,2019-05-02 07:10:48,brt siegelfortexas impeachment must be on the table to provide a check and balance on the president to protect our democracy nnas xe2x81xa6repxe2x80xa6,b''
1038,2019-05-02 07:10:46,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,b''
1039,2019-05-02 07:10:41,blrihendry realdonaldtrump speakerpelosi this week a fed judge denied the request of potus lawyer to dismiss the democrats lawsuit alleging trump violated the emoluments clause found the suit constitutional and allowed it to go forward way to go nancy,b'USA'
1040,2019-05-02 07:10:39,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Missouri, USA'"
1041,2019-05-02 07:10:38,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'United States'
1042,2019-05-02 07:10:28,brt amy_siskind stop talking and start doing donxe2x80x99t let trump and his lawless regime get away with eroding our democracy you took an oaxe2x80xa6,b'Military Brat \xe2\x99\xaa Love Traveling'
1043,2019-05-02 07:10:24,bthe president is trying to get the courts to block lawful congressional subpoenas url via slate,"b'America, Land of the Free'"
1044,2019-05-02 07:10:24,brt scottadamssays in 2016 if everything the democrats believed had been true we would have a depression nuclear war prison camps andxe2x80xa6,b''
1045,2019-05-02 07:10:18,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Seattle, WA'"
1046,2019-05-02 07:10:13,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Texas, USA'"
1047,2019-05-02 07:10:12,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Boston, MA'"
1048,2019-05-02 07:10:11,bthe trump white house is loving itself some bill barr he xe2x80x98dismemberedxe2x80x99 democratsnurl url,b'US'
1049,2019-05-02 07:10:10,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'North Carolina, USA'"
1050,2019-05-02 07:10:08,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Surrey, British Columbia'"
1051,2019-05-02 07:10:04,brt donaldjtrumpjr you would think this wouldnt be a controversial statementbut based on their unhinged and disgraceful antics at thexe2x80xa6,b''
1052,2019-05-02 07:10:03,bcnnxe2x80x99s realistic and depressing take on how unless the democrats are willing impeach william barr ensures congress cant stop donald trump now cnnpolitics url,"b'Perth, Western Australia'"
1053,2019-05-02 07:09:58,bhouse democrats denounce trump suit to block subpoena of financial records as threat to congressional oversightnthe filing is the latest in an ongoing fight between house democrats and the white housenurl url,"b'Memphis, TN'"
1054,2019-05-02 07:09:56,brt edkrassen democrats must stop attacking democrats you dont have to like everything that joe biden bernie sanders kamala harris orxe2x80xa6,"b'Post Falls, ID'"
1055,2019-05-02 07:09:55,bbarr spars with democrats over xe2x80x98snittyxe2x80x99 mueller letternduring a tense senate hearing wednesday attorney general william p barr denied misleading anyone over the special counselxe2x80x99s conclusions regarding president trumpnurl url,"b'Memphis, TN'"
1056,2019-05-02 07:09:55,bin combating democratic investigations trump borrows from an old playbook by maggie haberman and nicholas fandos via nyt url,b''
1057,2019-05-02 07:09:52,bcongressional democratsxe2x80x99 lawsuit examining trumpxe2x80x99s private business can proceed federal judge says by sharon lafraniere via nyt url,b''
1058,2019-05-02 07:09:52,brt antisoyboy71 laughing in your face democrats youre a bunch of clowns corybooker maziehirono haris and the restnmaga trumpxe2x80xa6,b'London '
1059,2019-05-02 07:09:50,bjoe bidenxe2x80x99s message to donald trump ixe2x80x99m no socialistnin his first campaign events the former vice president tries to blunt trumpxe2x80x99s accusation while persuading democrats hexe2x80x99s far enough to the leftnurl url,"b'Memphis, TN'"
1060,2019-05-02 07:09:50,brt edkrassen if republicans in the senate judiciarry committee want hillary clinton investigated so badly write a referral to the fbixe2x80xa6,"b'Phoenix, AZ'"
1061,2019-05-02 07:09:49,brt citizentommy guy verhofstadt is an mep from belgium and leader of the socalled alliance of liberals and democrats how dare he promotxe2x80xa6,b'Garelochhead'
1062,2019-05-02 07:09:48,bjim_jordan if republicans dont investigate comey clapper strokz mccabe johnbrennan sallyyates obamagate spygate russiacollusionhoax dems will continue to push the fake russian collusion because they are scared that their attempts to frame trump will come to light,b''
